t_ms,v_bat_v,v_bus_v,v_ads_v,vsh_mv,i_a,mode,t_c,time_s,dt_s,p_w,soc_est,v_pred,v_resid,r_used_ohm
3961648,3.88058,3.8915,3.8714,50.7076,0.4973599999999998,DISCH,50.916520000000006,3960.634,0.9909999999999854,1.9300462140000008,0.7602172257246973,3.8801503244507765,0.0004296755492236848,0.06
3962644,3.8805,3.8919,3.8686,49.2897,0.4983199999999998,DISCH,50.9275,3961.63,0.9960000000000946,1.9337320860000005,0.7601893880505805,3.8800482925851822,0.0004517074148178146,0.06
3963641,3.8801,3.8888,3.8701,49.4543,0.4990999999999997,DISCH,50.9139,3962.627,0.9969999999998436,1.9365602440000007,0.7601518860873381,3.879957952173542,0.00014204782645821368,0.06
3964638,3.88,3.8907,3.8673,50.1087,0.4973199999999999,DISCH,50.91068,3963.624,0.9969999999998436,1.929602700000001,0.7601099474535901,3.8800065542093325,-6.554209332598759e-06,0.06
3965630,3.8799,3.8907,3.8678,49.8385,0.4981599999999998,DISCH,50.91228,3964.616,0.9920000000001892,1.9328125200000008,0.7600686271397441,3.8798910276847294,8.972315270749931e-06,0.06
3966635,3.88062,3.8919,3.8691,49.741,0.4984799999999998,DISCH,50.91188,3965.621,1.0050000000001091,1.9344110560000007,0.760051560043838,3.8798065561914052,0.000813443808594716,0.06
3967628,3.88104,3.8913,3.8658,49.7703,0.4988399999999998,DISCH,50.88398,3966.614,0.9929999999999382,1.9360193200000009,0.7600493909583904,3.879759102076871,0.0012808979231291318,0.06
3968613,3.88192,3.8927,3.8691,49.5939,0.4978799999999997,DISCH,50.88012,3967.599,0.9850000000001272,1.9327299360000008,0.7600730988539012,3.879813969890276,0.0021060301097239886,0.06
3969606,3.88156,3.8941,3.8678,50.3253,0.4977599999999998,DISCH,50.87616,3968.592,0.9929999999999382,1.9320855240000008,0.7600840253643892,3.8798576017182205,0.001702398281779427,0.06
3970601,3.88148,3.8921,3.87,49.384,0.4983399999999998,DISCH,50.877480000000006,3969.587,0.9949999999998907,1.9342958520000009,0.7600929050797941,3.879839619744392,0.001640380255607976,0.06
3971596,3.88132,3.8899,3.8708,49.7527,0.4986399999999998,DISCH,50.86342,3970.582,0.9949999999998907,1.9353807420000009,0.7600969516556164,3.87983541582078,0.0014845841792201497,0.06
3972598,3.8807,3.8937,3.8675,50.0952,0.4984199999999997,DISCH,50.87866,3971.584,1.0019999999999527,1.9342154500000008,0.7600810027363342,3.8798544918040703,0.0008455081959297672,0.06
3973592,3.87986,3.8909,3.8678,49.7668,0.4994799999999998,DISCH,50.90581999999999,3972.578,0.994000000000142,1.9379128520000009,0.7600420985460162,3.879766427018906,9.357298109380352e-05,0.06
3974594,3.88026,3.8911,3.8697,50.134,0.5015799999999999,DISCH,50.88634,3973.58,1.0019999999999527,1.9462605420000003,0.7600208061758436,3.8795790115129902,0.0006809884870095928,0.06
3975580,3.88,3.8913,3.8706,50.1058,0.5025799999999998,DISCH,50.886100000000006,3974.566,0.9859999999998764,1.9500086080000003,0.7599949301621138,3.8794867597004834,0.0005132402995164931,0.06
3976568,3.880020000000001,3.8919,3.8681,50.7355,0.5032999999999997,DISCH,50.8825,3975.554,0.9880000000002838,1.9528130320000008,0.759972110552674,3.879403017917377,0.0006169820826240624,0.06
3977563,3.87992,3.8919,3.8689,50.6203,0.5044599999999999,DISCH,50.88836,3976.549,0.9949999999998907,1.9572628500000009,0.7599490750760138,3.8792972499199307,0.0006227500800690677,0.06
3978562,3.8796,3.8916,3.8698,50.2317,0.5044799999999998,DISCH,50.86728000000001,3977.548,0.9989999999997964,1.9571803600000008,0.7599171469887244,3.879259891755829,0.00034010824417096686,0.06
3979564,3.87874,3.8906,3.8708,50.8101,0.5023199999999999,DISCH,50.89532,3978.55,1.0020000000004077,1.948371662000001,0.7598562718186925,3.879339830900158,-0.000599830900157805,0.06
3980550,3.8788,3.8902,3.8709,50.0488,0.5022999999999997,DISCH,50.86556,3979.536,0.9859999999998764,1.9483244440000007,0.7598007831019313,3.8792472397385405,-0.0004472397385404392,0.06
3981551,3.87832,3.889,3.868,49.5277,0.5032599999999998,DISCH,50.84632,3980.537,1.000999999999749,1.951807324000001,0.7597342482505108,3.8791020702058936,-0.0007820702058936035,0.06
3982562,3.87842,3.8896,3.8704,50.4231,0.5018199999999997,DISCH,50.845780000000005,3981.548,1.0109999999999673,1.9462711620000008,0.7596710450901385,3.8790843351050097,-0.000664335105009517,0.06
3983567,3.87838,3.8925,3.8702,50.6367,0.5029399999999998,DISCH,50.84159999999999,3982.553,1.0050000000001091,1.9505950700000008,0.7596118707073076,3.8789189073703296,-0.0005389073703296887,0.06
3984557,3.8803,3.89,3.8694,50.0703,0.5028599999999998,DISCH,50.81558,3983.543,0.9900000000002364,1.9512371020000008,0.7596152441733838,3.8788325092964198,0.0014674907035803209,0.06
3985555,3.8806,3.8889,3.8658,50.492,0.5026399999999998,DISCH,50.8259,3984.541,0.9980000000000472,1.9505352200000008,0.7596269995721672,3.8788504665870347,0.0017495334129651319,0.06
3986555,3.8801,3.8922,3.8685,49.557,0.5019399999999999,DISCH,50.84986,3985.541,1.0,1.9475686100000007,0.7596214422843962,3.878910742292393,0.0011892577076069166,0.06
3987556,3.88006,3.8903,3.865,50.455,0.5039399999999998,DISCH,50.84624,3986.542,1.000999999999749,1.9553077980000009,0.7596184197486278,3.8787817552512647,0.001278244748735169,0.06
3988566,3.8805,3.8903,3.8701,50.2245,0.5014999999999998,DISCH,50.85194,3987.552,1.0100000000002185,1.9460614860000007,0.7596244352125893,3.8789231743056334,0.0015768256943666792,0.06
3989570,3.87908,3.8915,3.8699,51.0125,0.5029199999999998,DISCH,50.85698000000001,3988.556,1.0039999999999054,1.9508650620000008,0.7595891044091505,3.8788475544776935,0.00023244552230661242,0.06
3990564,3.87896,3.8938,3.8715,49.4271,0.5024199999999999,DISCH,50.86102,3989.55,0.994000000000142,1.9488647480000003,0.7595512867563736,3.8788232313513133,0.0001367686486868358,0.06
3991552,3.88036,3.892,3.8682,50.3601,0.5019599999999997,DISCH,50.87152,3990.538,0.987999999999829,1.947782490000001,0.7595579088640235,3.878792363734413,0.0015676362655869802,0.06
3992541,3.88022,3.8909,3.8705,50.5278,0.5010599999999998,DISCH,50.86774,3991.527,0.9890000000000329,1.9442200380000003,0.7595582580213941,3.8788567323515246,0.0013632676484753858,0.06
3993538,3.8797,3.8923,3.8687,50.002,0.5012799999999998,DISCH,50.88394,3992.524,0.9969999999998436,1.9448164960000007,0.7595426148844509,3.878843521881704,0.0008564781182962555,0.06
3994532,3.8803,3.8889,3.8708,50.463,0.5019199999999998,DISCH,50.87834,3993.518,0.994000000000142,1.9476025840000009,0.7595474902513937,3.8787808625643905,0.0015191374356096077,0.06
3995531,3.88032,3.8917,3.8682,49.4406,0.5005799999999999,DISCH,50.8896,3994.517,0.9989999999997964,1.9424139640000009,0.7595501738069846,3.878868705161399,0.0014512948386014024,0.06
3996527,3.87884,3.8901,3.8701,50.5891,0.4993999999999998,DISCH,50.86616,3995.513,0.9960000000000946,1.9370995140000005,0.759505094984307,3.8789440374240303,-0.00010403742403042315,0.06
3997522,3.8793,3.8921,3.8698,49.5034,0.4981399999999998,DISCH,50.8801,3996.508,0.9949999999998907,1.9324418700000008,0.7594741838026866,3.878949631349112,0.000350368650888111,0.06
3998528,3.87886,3.8926,3.8663,49.3436,0.4997199999999998,DISCH,50.87072,3997.514,1.0060000000003129,1.9383480800000008,0.7594335414864842,3.8788057424338502,5.42575661497402e-05,0.06
3999522,3.87834,3.8929,3.8722,50.1441,0.4990599999999999,DISCH,50.8838,3998.508,0.9939999999996872,1.9355246500000007,0.7593781203424381,3.878782891333452,-0.00044289133345198906,0.06
4000520,3.87856,3.8921,3.8681,50.2151,0.5010799999999999,DISCH,50.86582,3999.506,0.9980000000000472,1.943472674000001,0.7593355691508414,3.878574815066729,-1.4815066729401138e-05,0.06
4001514,3.87922,3.8919,3.8701,50.2711,0.5030199999999999,DISCH,50.86342,4000.5,0.994000000000142,1.9513248240000007,0.759319024242649,3.87839212726173,0.00082787273827023,0.06
4002515,3.87886,3.8901,3.8688,50.57,0.5026399999999998,DISCH,50.85332,4001.501,1.0010000000002035,1.949670832000001,0.7592912122783961,3.8783887372111456,0.00047126278885434303,0.06
4003511,3.88032,3.8908,3.8691,50.5923,0.5014599999999998,DISCH,50.8349,4002.497,0.9959999999996398,1.9458225980000008,0.7593078945037376,3.87841668794988,0.0019033120501203982,0.06
4004512,3.8802,3.8905,3.8689,49.7773,0.5006799999999998,DISCH,50.82958,4003.498,1.0010000000002035,1.9427370200000005,0.7593184900515128,3.878489253602939,0.0017107463970607029,0.06
4005511,3.87934,3.89,3.8664,49.6596,0.4988199999999998,DISCH,50.83994,4004.497,0.9989999999997964,1.9350921000000008,0.7592988281317148,3.8786177372415906,0.0007222627584093644,0.06
4006505,3.87894,3.8881,3.8671,50.081,0.4981199999999998,DISCH,50.83462,4005.491,0.994000000000142,1.9321763000000007,0.7592667297651828,3.878629520937106,0.00031047906289405347,0.06
4007507,3.87934,3.8887,3.8698,49.6054,0.4997799999999998,DISCH,50.83812,4006.493,1.0019999999999527,1.9388184640000008,0.759251136212809,3.878479168634851,0.0008608313651490285,0.06
4008515,3.87852,3.8929,3.869,49.9782,0.5006399999999999,DISCH,50.8365,4007.501,1.0080000000002656,1.941747114000001,0.7592122747444257,3.878402765805891,0.00011723419410891722,0.06
4009517,3.87824,3.8892,3.8702,50.5371,0.5000999999999999,DISCH,50.84606,4008.503,1.0019999999999527,1.939513760000001,0.7591659268569454,3.8783750818073846,-0.00013508180738464048,0.06
4010516,3.87852,3.8889,3.8653,50.0294,0.5000199999999998,DISCH,50.8467,4009.502,0.9989999999997964,1.9393425000000009,0.7591304244772988,3.878307875766372,0.00021212423362815258,0.06
4011512,3.87862,3.8903,3.8666,49.6337,0.4991999999999998,DISCH,50.87558,4010.498,0.9960000000000946,1.9362128760000008,0.7590983817525041,3.8783020643943225,0.0003179356056777216,0.06
4012523,3.87812,3.89,3.87,49.4575,0.4982599999999998,DISCH,50.861,4011.509,1.0109999999999673,1.9323137600000009,0.7590501886910437,3.8783076821429887,-0.00018768214298869879,0.06
4013518,3.87788,3.89,3.8667,49.6565,0.4978199999999998,DISCH,50.87576,4012.504,0.9949999999998907,1.9304872200000005,0.7589967668910709,3.8782600969157945,-0.0003800969157943257,0.06
4014515,3.87858,3.8915,3.8671,50.1616,0.4976999999999998,DISCH,50.8701,4013.501,0.9970000000002984,1.9303689580000007,0.7589672182078795,3.8781839470835417,0.0003960529164581672,0.06
4015509,3.87892,3.8912,3.8648,49.7939,0.4982199999999998,DISCH,50.87862,4014.495,0.9939999999996872,1.9325549040000003,0.7589506209788235,3.8781068361763906,0.0008131638236092975,0.06
4016501,3.87946,3.8899,3.8683,49.6174,0.4987599999999998,DISCH,50.85634,4015.487,0.9920000000001892,1.9349185920000007,0.7589525189980352,3.8780486369482015,0.0014113630517984532,0.06
4017498,3.879420000000001,3.8904,3.8694,49.8479,0.4967999999999998,DISCH,50.87368,4016.484,0.9969999999998436,1.9272962920000003,0.7589494200347549,3.8781691234169973,0.0012508765830037127,0.06
4018492,3.8792,3.891,3.869,50.0024,0.4970199999999998,DISCH,50.84616,4017.478,0.994000000000142,1.9280394300000008,0.7589401914634804,3.8781512617999554,0.0010487382000445855,0.06
4019486,3.87936,3.8915,3.8669,49.1206,0.4983799999999999,DISCH,50.83628,4018.472,0.994000000000142,1.9333974460000007,0.7589387523746515,3.878055105738132,0.0013048942618683057,0.06
4020495,3.87936,3.8901,3.8706,49.927,0.4974399999999998,DISCH,50.82136,4019.481,1.0090000000000146,1.9297507160000005,0.7589351193127192,3.8781084074835777,0.001251592516422484,0.06
4021491,3.87932,3.8923,3.869,50.3169,0.4980599999999998,DISCH,50.83062,4020.477,0.9959999999996398,1.9321364600000008,0.7589320431939531,3.878066314042921,0.001253685957078865,0.06
4022487,3.8796,3.8926,3.8673,49.4636,0.4997399999999998,DISCH,50.81602,4021.473,0.9960000000000946,1.9387926200000003,0.7589407298280524,3.877960501780328,0.0016394982196721308,0.06
4023491,3.8799,3.8903,3.8681,50.3737,0.4991999999999998,DISCH,50.83288,4022.477,1.0039999999999054,1.9368483380000008,0.7589569783301388,3.878005982945405,0.0018940170545951318,0.06
4024495,3.8798,3.8911,3.8668,49.8277,0.4983399999999999,DISCH,50.8117,4023.481,1.0040000000003602,1.9334605140000007,0.7589678375527049,3.878083012502108,0.001716987497891953,0.06
4025501,3.88018,3.8885,3.8667,49.782,0.4998999999999999,DISCH,50.79946,4024.487,1.005999999999858,1.9397031420000008,0.7589925812856124,3.878005995401171,0.0021740045988289936,0.06
4026511,3.88052,3.8906,3.8666,49.9051,0.5000799999999999,DISCH,50.78006,4025.497,1.0099999999997635,1.9405727680000004,0.7590267841046323,3.8780334617955616,0.0024865382044385598,0.06
4027504,3.8804,3.889,3.865,50.3741,0.4993799999999997,DISCH,50.7784,4026.49,0.9929999999999382,1.9377971420000009,0.7590550813892796,3.8781299583301148,0.0022700416698850923,0.06
4028506,3.88022,3.8903,3.8667,50.2398,0.4978399999999998,DISCH,50.76968,4027.492,1.0020000000004077,1.9317364320000008,0.7590733774331144,3.878266060431348,0.0019539395686520855,0.06
4029500,3.87992,3.8903,3.8665,49.5977,0.4991399999999998,DISCH,50.78552,4028.486,0.9939999999996872,1.9366301920000004,0.759084160097165,3.878216919825857,0.0017030801741428903,0.06
4030510,3.87946,3.8898,3.8698,49.0354,0.4997999999999998,DISCH,50.7955,4029.496,1.0100000000002185,1.9389596620000007,0.7590807603311251,3.87819298515303,0.0012670148469697828,0.06
4031507,3.87898,3.8882,3.8681,50.5978,0.4989799999999998,DISCH,50.80812,4030.493,0.9969999999998436,1.9355367920000008,0.7590617825421111,3.8782378474367616,0.0007421525632382853,0.06
4032522,3.87854,3.8922,3.867,50.5232,0.4995999999999999,DISCH,50.81496,4031.508,1.014999999999873,1.9377223460000008,0.7590305192080827,3.8781698182168443,0.00037018178315584294,0.06
4033510,3.879,3.8876,3.8669,49.9557,0.5017599999999998,DISCH,50.83474,4032.496,0.9880000000002838,1.946327714000001,0.7590198597569702,3.8779929969627527,0.0010070030372473227,0.06
4034501,3.87902,3.8884,3.8706,49.9857,0.5005399999999998,DISCH,50.84272,4033.487,0.9909999999999854,1.9416048180000007,0.7590080475861792,3.8780495499289946,0.0009704500710054909,0.06
4035488,3.87892,3.8887,3.8636,50.0968,0.5000799999999999,DISCH,50.84618,4034.474,0.98700000000008,1.939770172000001,0.7589930631696389,3.878059067860952,0.0008609321390480318,0.06
4036493,3.87852,3.8894,3.8688,49.8498,0.4990999999999997,DISCH,50.84792,4035.479,1.0049999999996544,1.9357704620000007,0.758964001211134,3.878093469704634,0.00042653029536587894,0.06
4037496,3.87856,3.8899,3.8687,50.3747,0.4993599999999999,DISCH,50.84776000000001,4036.482,1.0030000000001564,1.9367985880000007,0.7589381108440337,3.878032685830186,0.0005273141698136641,0.06
4038482,3.87774,3.8892,3.8628,49.4438,0.4998399999999998,DISCH,50.81388,4037.468,0.9859999999998764,1.938248548000001,0.7588896962056417,3.877964598089699,-0.00022459808969887973,0.06
4039479,3.8774,3.8891,3.8666,50.1842,0.5006399999999999,DISCH,50.79996,4038.465,0.9970000000002984,1.9411812640000008,0.7588340952882453,3.8778403389534604,-0.00044033895346018426,0.06
4040487,3.87756,3.8895,3.8682,50.1423,0.5006999999999999,DISCH,50.80406,4039.473,1.0079999999998108,1.9414944440000008,0.7587857686894266,3.8777493786057735,-0.00018937860577361576,0.06
4041493,3.87748,3.8887,3.8694,50.3702,0.5020399999999998,DISCH,50.79648,4040.479,1.005999999999858,1.9466501980000008,0.75873974979729,3.8775936368833834,-0.00011363688338361655,0.06
4042487,3.87746,3.8928,3.8676,50.2696,0.5007199999999997,DISCH,50.79124,4041.473,0.994000000000142,1.9415220160000008,0.7586934703282793,3.877602098388627,-0.00014209838862688784,0.06
4043484,3.87822,3.8919,3.8677,50.1978,0.4996599999999998,DISCH,50.79768,4042.47,0.9969999999998436,1.9377919800000007,0.758670866171903,3.8775935332947444,0.0006264667052553463,0.06
4044483,3.87858,3.8887,3.8675,49.3419,0.4974599999999998,DISCH,50.8303,4043.469,0.999000000000251,1.9294377960000009,0.7586564792289456,3.877690471601292,0.0008895283987078173,0.06
4045475,3.877920000000001,3.8866,3.8671,49.6711,0.4966399999999998,DISCH,50.81796,4044.461,0.9919999999997344,1.9259274800000008,0.7586212469083597,3.8777178191051944,0.00020218089480650292,0.06
4046473,3.8789,3.8875,3.863,48.957,0.4970999999999998,DISCH,50.81588,4045.459,0.9980000000000472,1.9282043760000007,0.7586185205319383,3.877634873639973,0.001265126360026958,0.06
4047483,3.87934,3.8909,3.8698,49.8235,0.4975199999999998,DISCH,50.80468,4046.469,1.0100000000002185,1.9300512120000008,0.7586297662154677,3.8776045877780856,0.001735412221914423,0.06
4048482,3.87902,3.887,3.8684,50.3139,0.4963799999999998,DISCH,50.81532,4047.468,0.9989999999997964,1.9254713200000009,0.7586290176404102,3.8776913764622996,0.0013286235377005795,0.06
4049483,3.87834,3.8901,3.8671,49.5268,0.4987199999999998,DISCH,50.79042,4048.469,1.0010000000002035,1.9342073400000008,0.7586113893525246,3.877549372728572,0.0007906272714279794,0.06
4050474,3.87884,3.8899,3.8682,49.2028,0.4981599999999998,DISCH,50.7791,4049.46,0.9909999999999854,1.932284724000001,0.7586094425681965,3.877556233467128,0.0012837665328717662,0.06
4051481,3.87806,3.892,3.8677,50.2329,0.4963799999999998,DISCH,50.785880000000006,4050.467,1.0070000000000618,1.9249889760000003,0.758579733586832,3.877659189977033,0.00040081002296687984,0.06
4052488,3.87688,3.8916,3.8674,49.6572,0.4985199999999999,DISCH,50.7863,4051.474,1.0070000000000618,1.9326931780000003,0.7585188347214209,3.8774842186547986,-0.0006042186547987605,0.06
4053490,3.87666,3.8867,3.867,49.5153,0.4996599999999998,DISCH,50.77622,4052.476,1.0019999999999527,1.9370044200000005,0.7584562942004145,3.8773211110090635,-0.0006611110090632977,0.06
4054478,3.87676,3.8884,3.8689,50.5932,0.4989399999999998,DISCH,50.76882,4053.464,0.987999999999829,1.9342635260000005,0.7583991300964353,3.877267879178562,-0.0005078791785622094,0.06
4055470,3.87668,3.8903,3.8638,49.7824,0.5003399999999998,DISCH,50.7719,4054.456,0.9920000000001892,1.9396533260000008,0.758344566180233,3.877094369572389,-0.00041436957238927263,0.06
4056468,3.87706,3.8915,3.8667,49.8022,0.5003599999999998,DISCH,50.76742,4055.454,0.9980000000000472,1.9399188740000008,0.7583041443863505,3.8770077587927596,5.224120724056647e-05,0.06
4057464,3.87744,3.8918,3.8682,50.2228,0.4995599999999998,DISCH,50.76654,4056.45,0.9959999999996398,1.9370110160000007,0.758276053076579,3.876993014523927,0.00044698547607291417,0.06
4058475,3.87756,3.8864,3.8688,49.2905,0.5007999999999998,DISCH,50.7729,4057.461,1.0109999999999673,1.9418785680000008,0.7582546091633653,3.8768736990949657,0.0006863009050341873,0.06
4059464,3.87732,3.8894,3.867,50.1866,0.5014399999999999,DISCH,50.77178,4058.45,0.9890000000000329,1.9442389600000003,0.7582288081696168,3.8768032499141074,0.0005167500858926921,0.06
4060459,3.87776,3.8928,3.8686,50.3789,0.5011199999999999,DISCH,50.76326,4059.445,0.9950000000003456,1.9432185520000007,0.7582170149915596,3.8767818973133443,0.0009781026866555464,0.06
4061457,3.87764,3.8874,3.869,50.2099,0.5023399999999999,DISCH,50.75466,4060.443,0.9980000000000472,1.9478920560000008,0.7582041267715728,3.876689965856844,0.0009500341431558645,0.06
4062453,3.877920000000001,3.8899,3.8689,50.1406,0.5012399999999998,DISCH,50.76054,4061.439,0.9959999999996398,1.9437681680000007,0.7581986290164554,3.876736160551471,0.0011838394485299553,0.06
4063455,3.87788,3.8901,3.8683,50.1451,0.5012199999999998,DISCH,50.77044,4062.441,1.0019999999999527,1.9436704780000007,0.7581918850138506,3.876728402860294,0.0011515971397062508,0.06
4064446,3.87818,3.8889,3.8653,49.8182,0.5022799999999998,DISCH,50.77976,4063.432,0.9909999999999854,1.9479309680000008,0.7581970410906599,3.876654880547558,0.0015251194524421585,0.06
4065450,3.8778,3.8866,3.8635,50.4903,0.5017599999999998,DISCH,50.77984,4064.436,1.0040000000003602,1.9457236160000009,0.7581887810367297,3.8766933261841228,0.0011066738158773681,0.06
4066455,3.8773399999999993,3.891,3.8681,50.9752,0.5023999999999998,DISCH,50.78034,4065.441,1.0049999999996544,1.947974592000001,0.7581678185469042,3.8766419062733135,0.0006980937266858334,0.06
4067466,3.87758,3.8886,3.8652,49.8145,0.5026599999999999,DISCH,50.77538,4066.452,1.011000000000422,1.9491023000000005,0.7581554872694232,3.876593215415904,0.0009867845840960676,0.06
4068468,3.87738,3.8888,3.869,50.2748,0.5015599999999998,DISCH,50.7654,4067.454,1.0019999999999527,1.9447378700000009,0.7581359926047798,3.8766407402854988,0.0007392597145012836,0.06
4069476,3.87712,3.8873,3.8678,49.8728,0.5008599999999997,DISCH,50.76706,4068.462,1.0079999999998108,1.9418927480000008,0.7581079327768012,3.876652064078821,0.0004679359211792189,0.06
4070478,3.8766,3.8918,3.8649,49.7187,0.5028999999999998,DISCH,50.78678,4069.464,1.0019999999999527,1.9495402080000008,0.7580690315555972,3.876486070927813,0.00011392907218699122,0.06
4071472,3.87682,3.89,3.8693,50.4856,0.5024199999999998,DISCH,50.79356,4070.458,0.994000000000142,1.9477895520000008,0.7580382601438187,3.8764548502930136,0.0003651497069863119,0.06
4072474,3.87654,3.8887,3.8667,51.0763,0.5038199999999998,DISCH,50.79122,4071.46,1.0019999999999527,1.953077436000001,0.7580024862413396,3.876322195135957,0.00021780486404265886,0.06
4073489,3.87692,3.8886,3.8666,50.1993,0.5039599999999999,DISCH,50.76902,4072.475,1.014999999999873,1.953809634000001,0.7579798792844082,3.8762571792354636,0.0006628207645364981,0.06
4074491,3.87764,3.8895,3.8632,50.5325,0.5031199999999998,DISCH,50.77538,4073.477,1.0019999999999527,1.9509144060000008,0.7579796108794133,3.8762733256153963,0.0013666743846036944,0.06
4075486,3.8784,3.8893,3.8653,49.9782,0.5008199999999998,DISCH,50.7714,4074.472,0.9950000000003456,1.9423779360000009,0.7579990117266064,3.876411669451796,0.0019883305482042424,0.06
4076473,3.8788,3.887,3.8691,49.9897,0.5007199999999998,DISCH,50.7731,4075.459,0.9869999999996252,1.9421905560000008,0.75802996510567,3.8764484357523,0.002351564247700111,0.06
4077470,3.87912,3.8901,3.8652,49.6674,0.5000199999999998,DISCH,50.74914,4076.456,0.9970000000002984,1.9396375000000008,0.7580676624327318,3.876538098139111,0.0025819018608888022,0.06
4078467,3.87944,3.8883,3.8645,50.0715,0.5002599999999997,DISCH,50.77708,4077.453,0.9969999999998436,1.9407282200000004,0.7581138457682084,3.876582401860192,0.0028575981398080152,0.06
4079475,3.87828,3.891,3.8643,50.245,0.4996999999999998,DISCH,50.7625,4078.461,1.0079999999998108,1.9379784800000008,0.7581205867459033,3.8766873110923816,0.0015926889076185446,0.06
4080476,3.87766,3.8885,3.8679,50.0354,0.5001599999999998,DISCH,50.75272,4079.462,1.0010000000002035,1.9394532660000008,0.7581089695433388,3.876670612375081,0.0009893876249189582,0.06
4081470,3.87736,3.8884,3.865,49.8139,0.4990199999999998,DISCH,50.7477,4080.456,0.994000000000142,1.9348812180000008,0.75808691576892,3.87672151974075,0.0006384802592500627,0.06
4082455,3.8776,3.888,3.8657,50.018,0.4983599999999998,DISCH,50.76956,4081.441,0.9849999999996726,1.9324412100000008,0.758072517128767,3.8767274326824555,0.0008725673175447035,0.06
4083450,3.878,3.8866,3.8677,49.5239,0.4981399999999998,DISCH,50.7666,4082.436,0.9950000000003456,1.9317872580000008,0.7580703629367173,3.876717573688408,0.0012824263115920331,0.06
4084448,3.87896,3.8887,3.8658,49.6974,0.4984199999999997,DISCH,50.77504,4083.434,0.9980000000000472,1.9333509740000008,0.7580983077015946,3.8766971846617286,0.002262815338271551,0.06
4085444,3.87896,3.8877,3.8649,49.7377,0.4980999999999998,DISCH,50.77212000000001,4084.43,0.9959999999996398,1.9321104620000007,0.758124422144662,3.876760097119298,0.0021999028807022647,0.06
4086458,3.8789,3.8906,3.8649,49.958,0.4991399999999998,DISCH,50.7689,4085.444,1.0140000000001237,1.9361142740000008,0.7581485523526905,3.876737071091721,0.0021629289082789604,0.06
4087458,3.8786,3.886,3.8691,49.7301,0.4991199999999998,DISCH,50.76228,4086.444,1.0,1.935887042000001,0.7581627910947142,3.8767767867622758,0.001823213237724275,0.06
4088455,3.87786,3.889,3.8669,49.877,0.4979199999999998,DISCH,50.73316,4087.441,0.9969999999998436,1.9308643760000008,0.7581515082952556,3.8768713250184175,0.0009886749815826157,0.06
4089460,3.8777,3.8894,3.8643,49.7047,0.4966399999999998,DISCH,50.70694,4088.446,1.0050000000001091,1.9258213200000007,0.7581332457052772,3.8769301919102572,0.0007698080897426962,0.06
4090464,3.87798,3.8896,3.8673,49.2639,0.4967999999999998,DISCH,50.6952,4089.45,1.0039999999999054,1.9265812960000008,0.7581248230779126,3.876892181569552,0.0010878184304479177,0.06
4091453,3.87734,3.8906,3.866,49.1624,0.4944599999999998,DISCH,50.691860000000005,4090.439,0.9890000000000329,1.9171929440000008,0.7580935099544337,3.877020739372373,0.00031926062762677176,0.06
4092455,3.87718,3.8885,3.8662,49.886,0.4941199999999998,DISCH,50.69634,4091.441,1.0019999999999527,1.9157948540000007,0.758057648396542,3.8769915529565577,0.0001884470434423413,0.06
4093466,3.876640000000001,3.8882,3.8655,48.8225,0.4953599999999998,DISCH,50.71234,4092.452,1.011000000000422,1.920333936000001,0.7580086886599232,3.8768605304583557,-0.0002205304583546841,0.06
